text,polarity,subjectivity,created_at
RT @niamhainedillon: 18 days 😱😱😱😱#8thref #Togetherforyes #Together4YES #Together4Yurt https://t.co/Ky6BYSLo8G,0.0,0.0,Mon May 07 15:38:16 +0000 2018)
RT @Lawyers4Choice: Join us at the Legal Eagle  Dublin  on Tuesday 8 May 4pm for the launch of our referendum booklet with @Aboutthe8th. Sp…,0.2,0.2,Mon May 07 15:38:17 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:38:26 +0000 2018)
RT @Lawyers4Choice: Join us at the Legal Eagle  Dublin  on Tuesday 8 May 4pm for the launch of our referendum booklet with @Aboutthe8th. Sp…,0.2,0.2,Mon May 07 15:39:00 +0000 2018)
RT @RuthCoppingerTD: At 5pm tomorrow (Tues) there will be no more voter registration for #8thref. If not registered you need to visit Garda…,-0.25,0.5,Mon May 07 15:39:09 +0000 2018)
RT @newsworthy_ie: Attorney General Peter Sutherland warned of the ambiguity of the wording of the 8th in 1983.

The Oireachtas ran with it…,0.05,0.5,Mon May 07 15:39:13 +0000 2018)
100% YES to this! https://t.co/PVMCRbvSi9,0.0,0.0,Mon May 07 15:39:40 +0000 2018)
RT @Lawyers4Choice: Join us at the Legal Eagle  Dublin  on Tuesday 8 May 4pm for the launch of our referendum booklet with @Aboutthe8th. Sp…,0.2,0.2,Mon May 07 15:39:50 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:40:04 +0000 2018)
RT @NWCI: A woman needs time to realise she is pregnant  consider her options and organise her healthcare. 
Join us for the launch of NWCI'…,0.333333333333,0.5,Mon May 07 15:40:10 +0000 2018)
RT @LawlessRoisin: Lucinda Creighton is right  Minister Harris's proposal is neither narrow nor restrictive. 
It's not about the hard cases…,-0.0686507936508,0.49246031746,Mon May 07 15:40:22 +0000 2018)
Vote YES ❤️❤️ https://t.co/ZQdGLOpaUv,0.0,0.0,Mon May 07 15:40:38 +0000 2018)
RT @NationalPartyIE: Tomorrow is the last day on which you can register to vote in the upcoming referendum. Here is a link to the form whic…,0.0,0.0666666666667,Mon May 07 15:40:40 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:40:43 +0000 2018)
Thanks in advance @NCanham https://t.co/TrkYWK4zxd,0.2,0.2,Mon May 07 15:40:45 +0000 2018)
RT @eefhah: 🇮🇪 @LdnIrishARC nearly at 5 000 followers 🙌🏼🙌🏼 
Talk about #GlobalIrish for YES

#HomeToVote #Together4YES #Sunday #RepealThe8t…,0.1,0.4,Mon May 07 15:41:01 +0000 2018)
RT @ProChoiceBerlin: Join Irish people abroad in a global call with @Together4yes chair @ailbhes &amp; Saoirse Ronan to find out how we can hel…,0.0,0.0,Mon May 07 15:41:11 +0000 2018)
RT @Together4yes: She’s your friend  she’s your neighbour  she lives on your street. 

There is a woman in your life who needs your Yes. Vo…,0.0,0.0,Mon May 07 15:41:19 +0000 2018)
RT @TaraFlynn: Lads  there's no room for worrying #repealthe8th won't pass. That's a thought we can't afford. Be hopeful  work hard  don't…,-0.291666666667,0.541666666667,Mon May 07 15:41:28 +0000 2018)
RT @fletcher_ruth: The @Lawyers4Choice @Aboutthe8th guides to the referendum are free though donations to #together4yes always welcome! htt…,0.7,0.85,Mon May 07 15:41:29 +0000 2018)
RT @LeanneWoodfull: Two faces and names we will never forget: Ann Lovett and Savita Halappanavar  two women who died at the hands of Irelan…,0.0,0.0,Mon May 07 15:41:30 +0000 2018)
RT @ruxtab: This is a pretty cool rule for twitter Germany. The pro life campaign would be fucked. #together4yes #repealthe8th @FintanOTool…,0.0,0.783333333333,Mon May 07 15:41:35 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:41:37 +0000 2018)
RT @EmmaMurphy12150: Superb opinion piece by @LCreighton calling out the media for focusing overwhelmingly on "hard cases" (which would mak…,0.354166666667,0.770833333333,Mon May 07 15:41:38 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:41:45 +0000 2018)
RT @TeilHarder: #jointherebellion With Declan Ganley.. The multimillionaire that appears on religious network EWTN to maintain the status q…,0.0,0.25,Mon May 07 15:41:48 +0000 2018)
RT @loreillysf: A powerful message Please watch &amp; share Vote YES on May 25th for care  compassion &amp; change Its time to #TrustWomen @FingalT…,0.3,1.0,Mon May 07 15:42:05 +0000 2018)
